lemma,fin:sg:pri:perf,fin:sg:pri:imperf,fin:sg:sec:perf,fin:sg:sec:imperf,fin:sg:ter:perf,fin:sg:ter:imperf,fin:pl:pri:perf,fin:pl:pri:imperf,fin:pl:sec:perf,fin:pl:sec:imperf,fin:pl:ter:perf,fin:pl:ter:imperf,praet:sg:f:perf,praet:sg:f:imperf,praet:sg:m1.m2.m3:perf,praet:sg:m1.m2.m3:imperf,praet:pl:m2.m3.f.n1.n2.p2.p3:perf,praet:pl:m2.m3.f.n1.n2.p2.p3:imperf,ppron3:sg:nom:m1.m2.m3:ter:_:_
bajcować,,bajcuję,,bajcujesz,,bajcuje,,bajcujemy,,bajcujecie,,bajcują,,bajcowała,,bajcował,,bajcowały,
bajczyć,,bajczę,,bajczysz,,bajczy,,bajczymy,,bajczycie,,bajczą,,bajczyła,,bajczył,,bajczyły,
bajdurzyć,,bajdurzę,,bajdurzysz,,bajdurzy,,bajdurzymy,,bajdurzycie,,bajdurzą,,bajdurzyła,,bajdurzył,,bajdurzyły,
bajdykować,,bajdykuję,,bajdykujesz,,bajdykuje,,bajdykujemy,,bajdykujecie,,bajdykują,,bajdykowała,,bajdykował,,bajdykowały,
bajerować,,bajeruję,,bajerujesz,,bajeruje,,bajerujemy,,bajerujecie,,bajerują,,bajerowała,,bajerował,,bajerowały,
bajramować,,bajramuję,,bajramujesz,,bajramuje,,bajramujemy,,bajramujecie,,bajramują,,bajramowała,,bajramował,,bajramowały,
bajronizować,,bajronizuję,,bajronizujesz,,bajronizuje,,bajronizujemy,,bajronizujecie,,bajronizują,,bajronizowała,,bajronizował,,bajronizowały,
bajtlować,,bajtluję,,bajtlujesz,,bajtluje,,bajtlujemy,,bajtlujecie,,bajtlują,,bajtlowała,,bajtlował,,bajtlowały,
bakałarzować,,bakałarzuję,,bakałarzujesz,,bakałarzuje,,bakałarzujemy,,bakałarzujecie,,bakałarzują,,bakałarzowała,,bakałarzował,,bakałarzowały,
bakałarzyć,,bakałarzę,,bakałarzysz,,bakałarzy,,bakałarzymy,,bakałarzycie,,bakałarzą,,bakałarzyła,,bakałarzył,,bakałarzyły,
bakelizować,,bakelizuję,,bakelizujesz,,bakelizuje,,bakelizujemy,,bakelizujecie,,bakelizują,,bakelizowała,,bakelizował,,bakelizowały,
bakierować,,bakieruję,,bakierujesz,,bakieruje,,bakierujemy,,bakierujecie,,bakierują,,bakierowała,,bakierował,,bakierowały,
balangować,,balanguję,,balangujesz,,balanguje,,balangujemy,,balangujecie,,balangują,,balangowała,,balangował,,balangowały,
balansować,,balansuję,,balansujesz,,balansuje,,balansujemy,,balansujecie,,balansują,,balansowała,,balansował,,balansowały,
balastować,,balastuję,,balastujesz,,balastuje,,balastujemy,,balastujecie,,balastują,,balastowała,,balastował,,balastowały,
baletmistrzować,,baletmistrzuję,,baletmistrzujesz,,baletmistrzuje,,baletmistrzujemy,,baletmistrzujecie,,baletmistrzują,,baletmistrzowała,,baletmistrzował,,baletmistrzowały,
baletować,,baletuję,,baletujesz,,baletuje,,baletujemy,,baletujecie,,baletują,,baletowała,,baletował,,baletowały,
balladować,,balladuję,,balladujesz,,balladuje,,balladujemy,,balladujecie,,balladują,,balladowała,,balladował,,balladowały,
balotować,,balotuję,,balotujesz,,balotuje,,balotujemy,,balotujecie,,balotują,,balotowała,,balotował,,balotowały,
balować,,baluję,,balujesz,,baluje,,balujemy,,balujecie,,balują,,balowała,,balował,,balowały,
balsamować,,balsamuję,,balsamujesz,,balsamuje,,balsamujemy,,balsamujecie,,balsamują,,balsamowała,,balsamował,,balsamowały,
bałaganić,,bałaganię,,bałaganisz,,bałagani,,bałaganimy,,bałaganicie,,bałaganią,,bałaganiła,,bałaganił,,bałaganiły,
bałakać,,bałakam,,bałakasz,,bałaka,,bałakamy,,bałakacie,,bałakają,,bałakała,,bałakał,,bałakały,
bałamucić,,bałamucę,,bałamucisz,,bałamuci,,bałamucimy,,bałamucicie,,bałamucą,,bałamuciła,,bałamucił,,bałamuciły,
bałuchać,,bałucham,,bałuchasz,,bałucha,,bałuchamy,,bałuchacie,,bałuchają,,bałuchała,,bałuchał,,bałuchały,
bałuszyć,,bałuszę,,bałuszysz,,bałuszy,,bałuszymy,,bałuszycie,,bałuszą,,bałuszyła,,bałuszył,,bałuszyły,
bałwanić,,bałwanię,,bałwanisz,,bałwani,,bałwanimy,,bałwanicie,,bałwanią,,bałwaniła,,bałwanił,,bałwaniły,
bałwanieć,,bałwanieję,,bałwaniejesz,,bałwanieje,,bałwaniejemy,,bałwaniejecie,,bałwanieją,,bałwaniała,,bałwaniał,,bałwaniały,
bałwochwalić,,bałwochwalę,,bałwochwalisz,,bałwochwali,,bałwochwalimy,,bałwochwalicie,,bałwochwalą,,bałwochwaliła,,bałwochwalił,,bałwochwaliły,
bałykować,,bałykuję,,bałykujesz,,bałykuje,,bałykujemy,,bałykujecie,,bałykują,,bałykowała,,bałykował,,bałykowały,
banalizować,,banalizuję,,banalizujesz,,banalizuje,,banalizujemy,,banalizujecie,,banalizują,,banalizowała,,banalizował,,banalizowały,
banalnieć,,banalnieję,,banalniejesz,,banalnieje,,banalniejemy,,banalniejecie,,banalnieją,,banalniała,,banalniał,,banalniały,
bandażować,,bandażuję,,bandażujesz,,bandażuje,,bandażujemy,,bandażujecie,,bandażują,,bandażowała,,bandażował,,bandażowały,
banderolować,,banderoluję,,banderolujesz,,banderoluje,,banderolujemy,,banderolujecie,,banderolują,,banderolowała,,banderolował,,banderolowały,
bandurzyć,,bandurzę,,bandurzysz,,bandurzy,,bandurzymy,,bandurzycie,,bandurzą,,bandurzyła,,bandurzył,,bandurzyły,
baniować,,baniuję,,baniujesz,,baniuje,,baniujemy,,baniujecie,,baniują,,baniowała,,baniował,,baniowały,
banitować,,banituję,,banitujesz,,banituje,,banitujemy,,banitujecie,,banitują,,banitowała,,banitował,,banitowały,
banizować,,banizuję,,banizujesz,,banizuje,,banizujemy,,banizujecie,,banizują,,banizowała,,banizował,,banizowały,
bankietować,,bankietuję,,bankietujesz,,bankietuje,,bankietujemy,,bankietujecie,,bankietują,,bankietowała,,bankietował,,bankietowały,
bankrutować,,bankrutuję,,bankrutujesz,,bankrutuje,,bankrutujemy,,bankrutujecie,,bankrutują,,bankrutowała,,bankrutował,,bankrutowały,
banować,,banuję,,banujesz,,banuje,,banujemy,,banujecie,,banują,,banowała,,banował,,banowały,
bańkować,,bańkuję,,bańkujesz,,bańkuje,,bańkujemy,,bańkujecie,,bańkują,,bańkowała,,bańkował,,bańkowały,
baranieć,,baranieję,,baraniejesz,,baranieje,,baraniejemy,,baraniejecie,,baranieją,,baraniała,,baraniał,,baraniały,
baraszkować,,baraszkuję,,baraszkujesz,,baraszkuje,,baraszkujemy,,baraszkujecie,,baraszkują,,baraszkowała,,baraszkował,,baraszkowały,
barbaryzować,,barbaryzuję,,barbaryzujesz,,barbaryzuje,,barbaryzujemy,,barbaryzujecie,,barbaryzują,,barbaryzowała,,barbaryzował,,barbaryzowały,
barczyć,,barczę,,barczysz,,barczy,,barczymy,,barczycie,,barczą,,barczyła,,barczył,,barczyły,
barłożyć,,barłożę,,barłożysz,,barłoży,,barłożymy,,barłożycie,,barłożą,,barłożyła,,barłożył,,barłożyły,
barować,,baruję,,barujesz,,baruje,,barujemy,,barujecie,,barują,,barowała,,barował,,barowały,
barwić,,barwię,,barwisz,,barwi,,barwimy,,barwicie,,barwią,,barwiła,,barwił,,barwiły,
barykadować,,barykaduję,,barykadujesz,,barykaduje,,barykadujemy,,barykadujecie,,barykadują,,barykadowała,,barykadował,,barykadowały,
barytować,,barytuję,,barytujesz,,barytuje,,barytujemy,,barytujecie,,barytują,,barytowała,,barytował,,barytowały,
basować,,basuję,,basujesz,,basuje,,basujemy,,basujecie,,basują,,basowała,,basował,,basowały,
bastować,,bastuję,,bastujesz,,bastuje,,bastujemy,,bastujecie,,bastują,,bastowała,,bastował,,bastowały,
batikować,,batikuję,,batikujesz,,batikuje,,batikujemy,,batikujecie,,batikują,,batikowała,,batikował,,batikowały,
batogować,,batoguję,,batogujesz,,batoguje,,batogujemy,,batogujecie,,batogują,,batogowała,,batogował,,batogowały,
batożyć,,batożę,,batożysz,,batoży,,batożymy,,batożycie,,batożą,,batożyła,,batożył,,batożyły,
bawiać,,bawiam,,bawiasz,,bawia,,bawiamy,,bawiacie,,bawiają,,bawiała,,bawiał,,bawiały,
bawić,,bawię,,bawisz,,bawi,,bawimy,,bawicie,,bawią,,bawiła,,bawił,,bawiły,
bazgrać,,bazgrzę,,bazgrzesz,,bazgra,,bazgramy,,bazgracie,,bazgrają,,bazgrała,,bazgrał,,bazgrały,
bazgrolić,,bazgrolę,,bazgrolisz,,bazgroli,,bazgrolimy,,bazgrolicie,,bazgrolą,,bazgroliła,,bazgrolił,,bazgroliły,
bazować,,bazuję,,bazujesz,,bazuje,,bazujemy,,bazujecie,,bazują,,bazowała,,bazował,,bazowały,
bąblować,,bąbluję,,bąblujesz,,bąbluje,,bąblujemy,,bąblujecie,,bąblują,,bąblowała,,bąblował,,bąblowały,
bąkać,,bąkam,,bąkasz,,bąka,,bąkamy,,bąkacie,,bąkają,,bąkała,,bąkał,,bąkały,
bąknąć,bąknę,,bąkniesz,,bąknie,,bąkniemy,,bąkniecie,,bąkną,,bąknęła,,bąknął,,bąknęły,,
bebeszyć,,bebeszę,,bebeszysz,,bebeszy,,bebeszymy,,bebeszycie,,bebeszą,,bebeszyła,,bebeszył,,bebeszyły,
bebłać,,bebłam,,bebłasz,,bebła,,bebłamy,,bebłacie,,bebłają,,bebłała,,bebłał,,bebłały,
bebrać,,bebram,,bebrasz,,bebra,,bebramy,,bebracie,,bebrają,,bebrała,,bebrał,,bebrały,
bechtać,,bechtam,,bechtasz,,bechta,,bechtamy,,bechtacie,,bechtają,,bechtała,,bechtał,,bechtały,
becić,,becę,,becisz,,beci,,becimy,,becicie,,becą,,beciła,,becił,,beciły,
beczeć,,beczę,,beczysz,,beczy,,beczymy,,beczycie,,beczą,,beczała,,beczał,,beczały,
beczkować,,beczkuję,,beczkujesz,,beczkuje,,beczkujemy,,beczkujecie,,beczkują,,beczkowała,,beczkował,,beczkowały,
bednarzować,,bednarzuję,,bednarzujesz,,bednarzuje,,bednarzujemy,,bednarzujecie,,bednarzują,,bednarzowała,,bednarzował,,bednarzowały,
bednarzyć,,bednarzę,,bednarzysz,,bednarzy,,bednarzymy,,bednarzycie,,bednarzą,,bednarzyła,,bednarzył,,bednarzyły,
bejcować,,bejcuję,,bejcujesz,,bejcuje,,bejcujemy,,bejcujecie,,bejcują,,bejcowała,,bejcował,,bejcowały,
bejramować,,bejramuję,,bejramujesz,,bejramuje,,bejramujemy,,bejramujecie,,bejramują,,bejramowała,,bejramował,,bejramowały,
bekać,,bekam,,bekasz,,beka,,bekamy,,bekacie,,bekają,,bekała,,bekał,,bekały,
beknąć,beknę,,bekniesz,,beknie,,bekniemy,,bekniecie,,bekną,,beknęła,,beknął,,beknęły,,
beletryzować,,beletryzuję,,beletryzujesz,,beletryzuje,,beletryzujemy,,beletryzujecie,,beletryzują,,beletryzowała,,beletryzował,,beletryzowały,
belferować,,belferuję,,belferujesz,,belferuje,,belferujemy,,belferujecie,,belferują,,belferowała,,belferował,,belferowały,
belfrować,,belfruję,,belfrujesz,,belfruje,,belfrujemy,,belfrujecie,,belfrują,,belfrowała,,belfrował,,belfrowały,
belkować,,belkuję,,belkujesz,,belkuje,,belkujemy,,belkujecie,,belkują,,belkowała,,belkował,,belkowały,
belować,,beluję,,belujesz,,beluje,,belujemy,,belujecie,,belują,,belowała,,belował,,belowały,
bełgotać,,bełgoczę,,bełgocesz,,bełgoce,,bełgocemy,,bełgocecie,,bełgocą,,bełgotała,,bełgotał,,bełgotały,
bełkotać,,bełkoczę,,bełkoczesz,,bełkocze,,bełkoczemy,,bełkocecie,,bełkoczą,,bełkotała,,bełkotał,,bełkotały,
bełtać,,bełtam,,bełtasz,,bełta,,bełtamy,,bełtacie,,bełtają,,bełtała,,bełtał,,bełtały,
besemerować,,besemeruję,,besemerujesz,,besemeruje,,besemerujemy,,besemerujecie,,besemerują,,besemerowała,,besemerował,,besemerowały,
besować,,besuję,,besujesz,,besuje,,besujemy,,besujecie,,besują,,besowała,,besował,,besowały,
bestwić,,bestwię,,bestwisz,,bestwi,,bestwimy,,bestwicie,,bestwią,,bestwiła,,bestwił,,bestwiły,
besztać,,besztam,,besztasz,,beszta,,besztamy,,besztacie,,besztają,,beształa,,beształ,,beształy,
betonować,,betonuję,,betonujesz,,betonuje,,betonujemy,,betonujecie,,betonują,,betonowała,,betonował,,betonowały,
bezcześcić,,bezczeszczę,,bezcześcisz,,bezcześci,,bezcześcimy,,bezcześcicie,,bezczeszczą,,bezcześciła,,bezcześcił,,bezcześciły,
bezpieczyć,,bezpieczę,,bezpieczysz,,bezpieczy,,bezpieczymy,,bezpieczycie,,bezpieczą,,bezpieczyła,,bezpieczył,,bezpieczyły,
bezradnieć,,bezradnieję,,bezradniejesz,,bezradnieje,,bezradniejemy,,bezradniejecie,,bezradnieją,,bezradniała,,bezradniał,,bezradniały,
bezrobocić,,bezrobocę,,bezrobocisz,,bezroboci,,bezrobocimy,,bezrobocicie,,bezrobocą,,bezrobociła,,bezrobocił,,bezrobociły,
bezsilnieć,,bezsilnieję,,bezsilniejesz,,bezsilnieje,,bezsilniejemy,,bezsilniejecie,,bezsilnieją,,bezsilniała,,bezsilniał,,bezsilniały,
bezwładnieć,,bezwładnieję,,bezwładniejesz,,bezwładnieje,,bezwładniejemy,,bezwładniejecie,,bezwładnieją,,bezwładniała,,bezwładniał,,bezwładniały,
bębnić,,bębnię,,bębnisz,,bębni,,bębnimy,,bębnicie,,bębnią,,bębniła,,bębnił,,bębniły,
bębnować,,bębnuję,,bębnujesz,,bębnuje,,bębnujemy,,bębnujecie,,bębnują,,bębnowała,,bębnował,,bębnowały,
bęcnąć,bęcnę,,bęcniesz,,bęcnie,,bęcniemy,,bęcniecie,,bęcną,,bęcnęła,,bęcnął,,bęcnęły,,
bękać,,bękam,,bękasz,,bęka,,bękamy,,bękacie,,bękają,,bękała,,bękał,,bękały,
bękarcieć,,bękarcieję,,bękarciejesz,,bękarcieje,,bękarciejemy,,bękarciejecie,,bękarcieją,,bękarciała,,bękarciał,,bękarciały,
bęknąć,bęknę,,bękniesz,,bęknie,,bękniemy,,bękniecie,,bękną,,bęknęła,,bęknął,,bęknęły,,
biadać,,biadam,,biadasz,,biada,,biadamy,,biadacie,,biadają,,biadała,,biadał,,biadały,
biadkać,,biadkam,,biadkasz,,biadka,,biadkamy,,biadkacie,,biadkają,,biadkała,,biadkał,,biadkały,
biadolić,,biadolę,,biadolisz,,biadoli,,biadolimy,,biadolicie,,biadolą,,biadoliła,,biadolił,,biadoliły,
białkować,,białkuję,,białkujesz,,białkuje,,białkujemy,,białkujecie,,białkują,,białkowała,,białkował,,białkowały,
bibliotekarzować,,bibliotekarzuję,,bibliotekarzujesz,,bibliotekarzuje,,bibliotekarzujemy,,bibliotekarzujecie,,bibliotekarzują,,bibliotekarzowała,,bibliotekarzował,,bibliotekarzowały,
bibować,,bibuję,,bibujesz,,bibuje,,bibujemy,,bibujecie,,bibują,,bibowała,,bibował,,bibowały,
biczować,,biczuję,,biczujesz,,biczuje,,biczujemy,,biczujecie,,biczują,,biczowała,,biczował,,biczowały,
bić,,biję,,bijesz,,bije,,bijemy,,bijecie,,biją,,biła,,bił,,biły,
biec,,biegnę,,biegniesz,,biegnie,,biegniemy,,biegniecie,,biegną,,biegła,,biegł,,biegły,
biednieć,,biednieję,,biedniejesz,,biednieje,,biedniejemy,,biedniejecie,,biednieją,,biedniała,,biedniał,,biedniały,
biedolić,,biedolę,,biedolisz,,biedoli,,biedolimy,,biedolicie,,biedolą,,biedoliła,,biedolił,,biedoliły,
biedować,,bieduję,,biedujesz,,bieduje,,biedujemy,,biedujecie,,biedują,,biedowała,,biedował,,biedowały,
biedzić,,biedzę,,biedzisz,,biedzi,,biedzimy,,biedzicie,,biedzą,,biedziła,,biedził,,biedziły,
biegać,,biegam,,biegasz,,biega,,biegamy,,biegacie,,biegają,,biegała,,biegał,,biegały,
bieleć,,bieleję,,bielejesz,,bieleje,,bielejemy,,bielejecie,,bieleją,,bielała,,bielał,,bielały,
bielicować,,bielicuję,,bielicujesz,,bielicuje,,bielicujemy,,bielicujecie,,bielicują,,bielicowała,,bielicował,,bielicowały,
bielić,,bielę,,bielisz,,bieli,,bielimy,,bielicie,,bielą,,bieliła,,bielił,,bieliły,
bielmić,,bielmię,,bielmisz,,bielmi,,bielmimy,,bielmicie,,bielmią,,bielmiła,,bielmił,,bielmiły,
bierać,,bieram,,bierasz,,biera,,bieramy,,bieracie,,bierają,,bierała,,bierał,,bierały,
biesiadować,,biesiaduję,,biesiadujesz,,biesiaduje,,biesiadujemy,,biesiadujecie,,biesiadują,,biesiadowała,,biesiadował,,biesiadowały,
biesić,,bieszę,,biesisz,,biesi,,biesimy,,biesicie,,bieszą,,biesiła,,biesił,,biesiły,
bieżeć,,bieżę,,bieżysz,,bieży,,bieżymy,,bieżycie,,bieżą,,bieżała,,bieżał,,bieżały,
bieżnikować,,bieżnikuję,,bieżnikujesz,,bieżnikuje,,bieżnikujemy,,bieżnikujecie,,bieżnikują,,bieżnikowała,,bieżnikował,,bieżnikowały,
biglować,,bigluję,,biglujesz,,bigluje,,biglujemy,,biglujecie,,biglują,,biglowała,,biglował,,biglowały,
bigosować,,bigosuję,,bigosujesz,,bigosuje,,bigosujemy,,bigosujecie,,bigosują,,bigosowała,,bigosował,,bigosowały,
bigować,,biguję,,bigujesz,,biguje,,bigujemy,,bigujecie,,bigują,,bigowała,,bigował,,bigowały,
bijać,,bijam,,bijasz,,bija,,bijamy,,bijacie,,bijają,,bijała,,bijał,,bijały,
bilansować,,bilansuję,,bilansujesz,,bilansuje,,bilansujemy,,bilansujecie,,bilansują,,bilansowała,,bilansował,,bilansowały,
biletować,,biletuję,,biletujesz,,biletuje,,biletujemy,,biletujecie,,biletują,,biletowała,,biletował,,biletowały,
bimbać,,bimbam,,bimbasz,,bimba,,bimbamy,,bimbacie,,bimbają,,bimbała,,bimbał,,bimbały,
bindować,,binduję,,bindujesz,,binduje,,bindujemy,,bindujecie,,bindują,,bindowała,,bindował,,bindowały,
biografizować,,biografizuję,,biografizujesz,,biografizuje,,biografizujemy,,biografizujecie,,biografizują,,biografizowała,,biografizował,,biografizowały,
biologizować,,biologizuję,,biologizujesz,,biologizuje,,biologizujemy,,biologizujecie,,biologizują,,biologizowała,,biologizował,,biologizowały,
biosterować,,biosteruję,,biosterujesz,,biosteruje,,biosterujemy,,biosterujecie,,biosterują,,biosterowała,,biosterował,,biosterowały,
birbantować,,birbantuję,,birbantujesz,,birbantuje,,birbantujemy,,birbantujecie,,birbantują,,birbantowała,,birbantował,,birbantowały,
bisić,,biszę,,bisisz,,bisi,,bisimy,,bisicie,,biszą,,bisiła,,bisił,,bisiły,
biskupować,,biskupuję,,biskupujesz,,biskupuje,,biskupujemy,,biskupujecie,,biskupują,,biskupowała,,biskupował,,biskupowały,
biskwitować,,biskwituję,,biskwitujesz,,biskwituje,,biskwitujemy,,biskwitujecie,,biskwitują,,biskwitowała,,biskwitował,,biskwitowały,
bisować,,bisuję,,bisujesz,,bisuje,,bisujemy,,bisujecie,,bisują,,bisowała,,bisował,,bisowały,
bisurmanić,,bisurmanię,,bisurmanisz,,bisurmani,,bisurmanimy,,bisurmanicie,,bisurmanią,,bisurmaniła,,bisurmanił,,bisurmaniły,
bisurmanieć,,bisurmanieję,,bisurmaniejesz,,bisurmanieje,,bisurmaniejemy,,bisurmaniejecie,,bisurmanieją,,bisurmaniała,,bisurmaniał,,bisurmaniały,
bitumować,,bitumuję,,bitumujesz,,bitumuje,,bitumujemy,,bitumujecie,,bitumują,,bitumowała,,bitumował,,bitumowały,
biurokratycznieć,,biurokratycznieję,,biurokratyczniejesz,,biurokratycznieje,,biurokratyczniejemy,,biurokratyczniejecie,,biurokratycznieją,,biurokratyczniała,,biurokratyczniał,,biurokratyczniały,
biurokratyzować,,biurokratyzuję,,biurokratyzujesz,,biurokratyzuje,,biurokratyzujemy,,biurokratyzujecie,,biurokratyzują,,biurokratyzowała,,biurokratyzował,,biurokratyzowały,
biwakować,,biwakuję,,biwakujesz,,biwakuje,,biwakujemy,,biwakujecie,,biwakują,,biwakowała,,biwakował,,biwakowały,
bizantynizować,,bizantynizuję,,bizantynizujesz,,bizantynizuje,,bizantynizujemy,,bizantynizujecie,,bizantynizują,,bizantynizowała,,bizantynizował,,bizantynizowały,
bizunować,,bizunuję,,bizunujesz,,bizunuje,,bizunujemy,,bizunujecie,,bizunują,,bizunowała,,bizunował,,bizunowały,
blachować,,blachuję,,blachujesz,,blachuje,,blachujemy,,blachujecie,,blachują,,blachowała,,blachował,,blachowały,
bladnąć,,bladnę,,bladniesz,,bladnie,,bladniemy,,bladniecie,,bladną,,bladła,,bladł,,bladły,
blagować,,blaguję,,blagujesz,,blaguje,,blagujemy,,blagujecie,,blagują,,blagowała,,blagował,,blagowały,
blajtlować,,blajtluję,,blajtlujesz,,blajtluje,,blajtlujemy,,blajtlujecie,,blajtlują,,blajtlowała,,blajtlował,,blajtlowały,
blaknąć,,blaknę,,blakniesz,,blaknie,,blakniemy,,blakniecie,,blakną,,blakła,,blakł,,blakły,
blamować,,blamuję,,blamujesz,,blamuje,,blamujemy,,blamujecie,,blamują,,blamowała,,blamował,,blamowały,
blanszować,,blanszuję,,blanszujesz,,blanszuje,,blanszujemy,,blanszujecie,,blanszują,,blanszowała,,blanszował,,blanszowały,
blanżerować,,blanżeruję,,blanżerujesz,,blanżeruje,,blanżerujemy,,blanżerujecie,,blanżerują,,blanżerowała,,blanżerował,,blanżerowały,
blatować,,blatuję,,blatujesz,,blatuje,,blatujemy,,blatujecie,,blatują,,blatowała,,blatował,,blatowały,
blazonować,,blazonuję,,blazonujesz,,blazonuje,,blazonujemy,,blazonujecie,,blazonują,,blazonowała,,blazonował,,blazonowały,
blazować,,blazuję,,blazujesz,,blazuje,,blazujemy,,blazujecie,,blazują,,blazowała,,blazował,,blazowały,
blechować,,blechuję,,blechujesz,,blechuje,,blechujemy,,blechujecie,,blechują,,blechowała,,blechował,,blechowały,
blednąć,,blednę,,bledniesz,,blednie,,bledniemy,,bledniecie,,bledną,,bladła,,bladł,,bladły,
